event_num,interaction_num,index,crystal,edep,x,y,z,slice_sect,time
959,0,3423,25,764.422,-7.808,19.072,-13.969,14,44868919.767
959,1,3425,25,183.235,-8.264,18.158,-13.287,4,44868919.817
960,0,3426,10,383.722,1.201,-8.262,-22.762,1,119800458.156
961,0,3427,21,323.227,4.428,21.178,-15.879,24,83176302.957
961,1,3428,21,400.622,4.261,21.888,-15.939,24,83176302.982
961,2,3430,21,106.456,0.847,20.911,-14.207,2,83176303.122
961,3,3431,21,22.402,0.01,19.988,-13.973,1,83176303.16
961,4,3432,21,122.545,0.183,19.171,-14.246,1,83176303.189
962,0,3434,35,387.902,-4.96,-17.99,-18.629,23,140974119.216
963,0,3435,39,303.447,10.729,-15.087,-18.025,20,26141771.379
963,1,3438,40,589.126,9.336,-18.275,-22.005,41,26141771.56
963,2,3440,40,123.314,8.408,-17.874,-21.841,41,26141771.596
964,0,3441,15,349.33,18.857,6.725,-13.656,1,72690300.113
964,1,3444,15,652.409,19.767,5.943,-15.028,11,72690300.195
965,0,3445,36,347.518,3.137,-19.54,-20.366,31,5018154.439
965,1,3446,36,203.853,5.896,-20.32,-19.468,32,5018154.54
965,2,3447,36,185.274,5.792,-19.752,-18.789,32,5018154.569
966,0,3448,14,670.712,10.238,-8.164,-19.786,2,139720651.857
966,1,3449,14,347.801,8.556,-8.966,-20.433,3,139720651.923
967,0,3450,17,707.17,14.813,9.579,-16.646,4,2478954.786
967,1,3451,17,36.052,14.935,10.183,-15.844,4,2478954.819
967,2,3452,17,98.136,15.421,10.954,-15.745,4,2478954.85
967,3,3453,17,14.649,15.051,10.824,-15.084,4,2478954.875
968,0,3454,43,611.091,18.16,-7.383,-15.858,10,134361721.275
968,1,3455,43,147.199,18.511,-8.373,-15.378,15,134361721.313
968,2,3457,43,102.163,18.395,-9.092,-16.2,25,134361721.353
968,3,3459,43,18.153,17.091,-7.776,-15.712,5,134361721.418
968,4,3460,43,131.512,17.347,-7.248,-15.436,0,134361721.437
969,0,3461,38,233.996,2.427,-15.692,-19.459,15,3642674.084
970,0,3462,40,354.19,6.551,-14.47,-19.678,12,34849078.489
970,1,3463,40,20.672,7.858,-16.405,-19.796,21,34849078.568
970,2,3465,40,420.113,8.808,-17.487,-19.553,31,34849078.617
970,3,3466,40,168.859,7.655,-16.719,-20.078,21,34849078.667
971,0,3467,39,673.702,9.898,-15.59,-17.511,10,346702735.727
971,1,3468,39,85.011,10.887,-15.264,-17.034,10,346702735.765
971,2,3471,39,219.603,11.071,-15.248,-16.49,10,346702735.807
972,0,3472,27,666.758,-17.279,7.305,-14.753,0,170621913.93
972,1,3473,29,118.785,-18.863,2.521,-15.583,5,170621914.101
973,0,3474,20,443.068,10.69,13.011,-23.73,33,10462224.421
973,1,3475,1,377.733,8.457,13.92,-27.3,55,10462224.565
974,0,3477,7,794.183,-7.429,-7.733,-24.276,22,354629055.764
974,1,3479,7,193.814,-8.244,-7.834,-23.765,23,354629055.812
975,0,3481,16,555.358,20.91,3.888,-22.651,51,15028065.437
976,0,3482,41,649.324,12.771,-12.502,-15.513,5,4343249.267
976,1,3483,43,98.207,16.4,-10.47,-14.426,4,4343249.41
977,0,3484,15,517.756,20.075,7.281,-15.184,21,150628500.226
977,1,3485,15,2.305,20.21,7.154,-14.37,12,150628500.253
977,2,3486,15,61.852,20.439,6.657,-13.293,12,150628500.294
978,0,3487,38,506.565,-2.276,-17.722,-22.41,32,250399742.213
979,0,3488,15,781.792,17.734,8.025,-14.719,1,106834508.182
980,0,3492,26,1002.565,-14.408,13.918,-22.987,45,97489920.675
981,0,3494,14,730.887,9.703,-10.744,-20.396,13,26117440.731
981,1,3497,40,115.988,8.983,-12.342,-19.192,5,26117440.81
981,2,3498,40,14.101,7.606,-14.548,-19.353,10,26117440.891
981,3,3499,40,188.097,7.574,-15.973,-20.492,21,26117440.951
982,0,3500,7,360.778,-11.972,-4.596,-27.13,45,84801785.621
983,0,3501,11,279.535,-7.986,-11.398,-23.369,24,37067660.377
983,1,3502,11,698.464,-8.821,-14.879,-25.037,43,37067660.508
984,0,3503,37,250.891,-3.391,-19.397,-13.593,4,275382232.195
984,1,3508,37,753.031,-3.012,-19.76,-13.978,4,275382232.25
985,0,3509,44,704.026,16.155,-3.017,-21.545,24,12404799.172
985,1,3510,44,69.959,16.59,-2.166,-21.214,24,12404799.205
985,2,3511,42,191.055,19.038,-0.711,-16.884,12,12404799.41
986,0,3512,29,224.305,-17.538,2.139,-21.331,31,102471091.011
987,0,3513,32,55.419,-19.823,-7.109,-21.196,40,24314985.632
988,0,3515,13,295.389,13.44,-1.859,-24.503,34,29237431.348
988,1,3516,13,46.969,13.364,1.162,-24.156,33,29237431.448
988,2,3518,13,47.561,12.891,1.614,-24.16,23,29237431.475
988,3,3519,13,80.303,11.863,1.689,-23.516,23,29237431.512
988,4,3520,13,173.94,11.721,2.198,-23.74,23,29237431.531
989,0,3521,21,234.786,0.036,22.319,-15.329,22,102584580.676
989,1,3522,21,342.841,0.559,23.474,-15.566,32,102584580.719
989,2,3523,21,419.127,1.759,24.151,-18.963,40,102584580.841
990,0,3525,15,638.519,20.202,3.574,-13.345,4,29061957.227
990,1,3526,15,20.808,20.92,6.566,-15.672,21,29061957.354
990,2,3527,15,112.008,21.105,7.507,-17.621,31,29061957.427
990,3,3528,19,191.12,18.888,17.857,-15.116,43,29061957.79
991,0,3529,11,415.502,-6.294,-10.393,-20.257,3,6468575.755
991,1,3533,34,563.196,-15.119,-13.548,-22.712,41,6468576.095
992,0,3534,31,656.762,-19.393,-5.294,-13.493,1,175009559.154
992,1,3536,30,305.893,-17.412,-8.032,-15.553,0,175009559.295
993,0,3537,32,264.677,-16.171,-4.992,-19.288,10,193428211.737
994,0,3538,22,577.745,5.345,17.658,-21.661,32,26395553.037
994,1,3539,22,15.871,6.148,17.156,-22.346,32,26395553.076
994,2,3540,1,195.811,7.802,13.136,-24.956,44,26395553.247
994,3,3541,1,20.207,7.027,12.801,-23.507,34,26395553.303
994,4,3542,1,164.835,6.357,12.432,-23.454,24,26395553.328
995,0,3545,29,1038.0,-15.612,2.317,-17.717,1,210471589.12
996,0,3546,43,469.093,17.568,-10.537,-13.52,4,40426476.032
997,0,3547,39,559.226,9.864,-17.517,-16.492,25,32635385.608
997,1,3548,39,121.739,10.128,-20.073,-14.865,24,32635385.709
998,0,3549,36,119.624,6.178,-19.77,-16.744,22,22756177.39
998,1,3550,36,201.379,5.804,-21.559,-18.444,32,22756177.473
998,2,3551,36,342.237,5.644,-22.575,-18.581,42,22756177.507
998,3,3552,36,24.81,4.355,-23.098,-17.402,45,22756177.568
998,4,3553,37,331.845,-0.565,-23.555,-16.405,31,22756177.736
999,0,3554,41,231.994,13.581,-15.136,-22.359,41,80537822.371
999,1,3555,41,360.61,14.481,-15.162,-23.405,51,80537822.417
999,2,3556,14,212.927,14.876,-10.195,-25.651,52,80537822.599
999,3,3557,41,96.817,16.01,-14.169,-23.651,51,80537822.842
1000,0,3558,32,769.564,-16.184,-3.582,-17.066,1,12770103.588
1001,0,3559,10,83.535,4.549,-9.243,-24.964,22,12652844.32
1001,1,3560,10,18.665,4.683,-9.95,-25.401,32,12652844.348
1001,2,3561,10,233.661,5.205,-11.092,-26.091,33,12652844.395
1001,3,3562,10,115.774,5.234,-10.124,-27.175,42,12652844.444
1001,4,3563,10,126.511,6.134,-10.894,-26.074,33,12652844.498
1002,0,3564,44,540.081,16.39,-4.622,-19.121,15,227938188.631
1002,1,3565,44,227.233,17.064,-7.859,-19.2,21,227938188.741
1002,2,3566,44,33.995,17.878,-6.909,-18.259,20,227938188.793
1002,3,3567,44,154.646,16.487,-5.864,-16.171,0,227938188.884
1003,0,3568,16,203.419,15.648,2.269,-17.447,1,226580462.099
1003,1,3569,16,195.607,15.035,3.403,-17.828,0,226580462.144
1004,0,3570,5,148.595,-3.825,13.463,-27.511,40,19637465.266
1005,0,3571,30,448.183,-17.986,-8.264,-13.677,5,29679583.934
1005,1,3572,31,38.321,-21.201,-5.325,-16.907,30,29679584.115
1006,0,3573,39,636.493,9.909,-19.88,-15.206,24,331847120.175
1006,1,3574,36,289.839,7.758,-20.201,-17.544,32,331847120.288
1007,0,3575,32,763.407,-13.612,-7.03,-19.156,14,57503077.852
1008,0,3576,9,637.02,-1.697,-3.693,-23.082,3,6591019.879
1008,1,3577,9,186.509,-2.282,-4.564,-23.026,3,6591019.914
1009,0,3578,37,399.043,-4.594,-20.346,-15.345,24,16242490.952
1010,0,3579,18,742.392,8.649,16.42,-15.42,0,2132204.781
1011,0,3582,40,1017.029,4.344,-14.474,-18.513,2,90363553.317
1012,0,3585,8,977.469,-15.06,1.348,-24.727,32,11655486.034
1013,0,3586,27,510.499,-22.027,5.611,-15.337,31,18865653.935
1013,1,3589,27,160.135,-22.019,5.896,-17.375,31,18865654.016
1013,2,3591,27,86.617,-21.216,6.683,-17.79,31,18865654.055
1013,3,3592,29,52.467,-19.302,4.717,-19.859,30,18865654.164
1013,4,3593,29,26.63,-19.156,4.71,-19.315,30,18865654.183
1013,5,3594,29,141.413,-18.679,4.682,-19.141,20,18865654.2
1014,0,3595,44,40.594,17.287,-4.317,-17.59,10,8849620.053
1014,1,3596,44,27.292,18.326,-4.271,-18.745,20,8849620.105
1015,0,3597,12,677.73,7.032,-1.942,-24.422,15,14632039.178
1015,1,3598,12,95.256,6.078,-1.236,-24.307,15,14632039.218
1015,2,3599,12,226.82,5.473,-1.604,-23.098,5,14632039.265
1016,0,3601,26,646.095,-8.563,16.774,-23.428,42,15200017.909
1016,1,3602,26,311.622,-8.8,15.837,-24.398,42,15200017.942
1017,0,3603,13,626.9,10.03,2.593,-24.518,22,18928817.545
1017,1,3604,0,162.468,7.423,2.111,-26.208,22,18928817.65
1017,2,3605,0,78.227,7.87,3.485,-27.82,31,18928817.723
1017,3,3608,0,162.988,4.177,2.697,-28.957,43,18928817.858
1018,0,3610,4,773.44,-6.0,7.032,-21.988,0,399502590.067
1019,0,3611,36,564.752,1.861,-22.181,-21.255,40,59491117.36
1019,1,3612,37,38.901,-1.474,-24.933,-20.596,50,59491117.661
1019,2,3613,37,117.535,-1.931,-24.756,-20.383,50,59491117.679
1020,0,3615,34,585.2,-9.05,-10.539,-20.004,4,56707886.123
1020,1,3617,33,69.896,-14.753,-13.071,-14.539,14,56707886.398
1020,2,3618,33,170.222,-15.155,-13.435,-14.418,14,56707886.415
1021,0,3619,44,216.192,13.602,-2.972,-19.742,4,41833551.892
1021,1,3620,44,301.947,14.905,-2.597,-20.605,14,41833551.946
1021,2,3621,44,89.769,15.584,-2.06,-20.286,14,41833551.976
1021,3,3622,42,154.219,17.029,-0.889,-16.411,1,41833552.12
1022,0,3623,16,142.279,13.59,1.617,-20.16,4,166797554.596
1022,1,3625,16,663.579,14.565,0.979,-21.793,24,166797554.674
1022,2,3626,25,197.46,-11.252,16.185,-13.197,1,166797555.703
1023,0,3627,39,610.794,10.904,-15.93,-14.408,1,175323658.234
1023,1,3628,39,203.616,11.041,-15.458,-15.076,1,175323658.262
1023,2,3629,39,171.247,11.394,-16.146,-15.026,1,175323658.288
1024,0,3631,28,698.16,-13.276,11.165,-19.608,22,22351405.19
1025,0,3633,22,542.649,4.973,19.349,-19.595,31,6579699.994
1025,1,3634,18,276.385,5.893,20.745,-18.932,32,6579700.054
1025,2,3636,22,200.452,4.545,19.102,-19.458,31,6579700.135
1026,0,3638,23,1024.774,-4.903,16.164,-17.217,3,234702405.419
1027,0,3640,22,227.835,2.491,21.536,-21.708,40,7022374.561
1027,1,3641,22,158.978,2.256,21.991,-23.222,50,7022374.615
1028,0,3642,10,4.942,3.203,-9.251,-25.536,32,393639556.311
1028,1,3643,10,714.976,3.285,-9.547,-26.116,32,393639556.331
1028,2,3644,14,42.319,7.101,-10.092,-23.486,24,393639556.487
1028,3,3647,14,231.216,10.67,-10.071,-24.726,33,393639556.622
1029,0,3648,40,353.359,6.572,-14.798,-17.167,1,27761382.96
1029,1,3649,36,242.358,4.633,-24.872,-19.565,55,27761383.312
1030,0,3650,42,343.765,24.025,-1.805,-18.375,43,11191892.021
1031,0,3651,10,207.343,4.131,-11.53,-22.685,23,6393465.459
1031,1,3652,10,572.106,4.501,-11.861,-23.129,23,6393465.481
1031,2,3655,10,234.25,4.741,-9.641,-22.317,13,6393465.585
1032,0,3656,29,767.977,-20.664,3.786,-19.964,30,47204196.897
1032,1,3657,29,53.536,-20.378,4.532,-19.231,30,47204196.933
1032,2,3658,29,54.983,-21.474,5.574,-19.483,40,47204196.984
1032,3,3660,27,129.548,-20.73,5.802,-18.391,31,47204197.031
1033,0,3661,39,385.133,12.631,-15.175,-13.478,1,35849.641
1033,1,3662,39,70.183,12.354,-16.711,-13.82,12,35849.695
1033,2,3663,39,327.68,12.769,-18.089,-14.408,22,35849.746
1033,3,3664,39,10.627,13.236,-17.547,-14.387,22,35849.769
1033,4,3668,41,189.356,15.753,-13.977,-16.601,24,35849.956
1034,0,3669,12,65.99,5.07,-1.313,-26.721,24,51764111.042
1035,0,3670,27,11.843,-22.107,12.58,-19.867,55,24031077.69
1035,1,3672,27,75.288,-21.632,11.937,-20.1,55,24031077.719
1035,2,3674,27,126.32,-21.412,12.106,-19.395,55,24031077.752
1036,0,3675,36,381.28,6.791,-20.365,-13.974,13,180658724.403
1037,0,3677,0,682.312,6.412,2.687,-22.594,1,45970177.518
1037,1,3678,12,12.489,4.759,-2.565,-23.232,5,45970177.701
1037,2,3679,12,6.643,3.828,-3.714,-23.463,3,45970177.752
1037,3,3680,12,148.947,3.218,-5.184,-23.807,2,45970177.805
1037,4,3681,12,148.478,3.074,-4.752,-23.434,2,45970177.824
1038,0,3682,25,636.307,-10.641,19.593,-18.611,35,116749530.603
1039,0,3684,8,248.798,-13.743,1.431,-27.219,40,154685940.559
1039,1,3685,8,204.956,-14.58,0.68,-28.091,50,154685940.597
1040,0,3686,2,647.001,11.741,5.23,-23.325,24,66358433.98
1040,1,3687,44,115.639,18.158,-5.522,-21.875,35,66358434.4
1041,0,3688,22,87.379,3.059,18.925,-25.898,54,30194167.746
1042,0,3689,8,151.439,-9.268,2.308,-22.017,5,107717501.441
1043,0,3690,40,594.734,4.338,-16.996,-23.052,33,93560283.034
1043,1,3691,10,424.896,2.15,-15.371,-25.978,44,93560283.168
1044,0,3692,12,408.59,5.9,-6.606,-26.344,31,99898852.977
1044,1,3693,12,123.866,5.042,-5.931,-27.805,31,99898853.038
1044,2,3695,12,321.896,4.068,-4.79,-28.189,32,99898853.096
1044,3,3696,12,0.775,4.197,-3.85,-27.755,33,99898853.131
1044,4,3697,12,144.17,4.323,-3.324,-27.67,34,99898853.151
1045,0,3698,36,617.198,1.896,-21.716,-14.66,25,23190560.762
1045,1,3699,36,86.624,1.174,-20.986,-16.042,25,23190560.819
1045,2,3700,36,279.591,1.133,-21.386,-16.722,20,23190560.845
1046,0,3704,3,983.717,-4.148,5.897,-23.752,5,247055683.289
1047,0,3705,31,412.555,-20.992,-6.744,-13.371,21,335649526.504
1048,0,3706,35,697.628,-4.207,-15.421,-17.849,2,14997696.88
1048,1,3707,35,139.913,-4.606,-15.041,-17.821,2,14997696.899
1048,2,3709,35,158.163,-4.45,-15.507,-17.569,3,14997696.918
1049,0,3710,36,136.767,3.21,-23.099,-16.92,35,54645364.626
1049,1,3711,36,294.182,2.98,-23.989,-18.205,45,54645364.678
1050,0,3712,36,322.702,1.571,-19.321,-13.49,5,135599018.809
1051,0,3713,3,398.216,-2.295,3.614,-25.506,24,6705622.899
1051,1,3714,3,74.687,-3.102,3.678,-25.697,24,6705622.927
1051,2,3716,6,174.871,-3.754,1.757,-26.565,23,6705623.02
1052,0,3717,24,540.172,-16.774,19.014,-16.958,45,40048134.597
1052,1,3718,24,215.592,-17.561,18.078,-18.77,55,40048134.67
1052,2,3720,24,258.126,-17.757,17.075,-17.984,44,40048134.721
1053,0,3721,15,134.289,19.556,4.903,-17.108,20,250095546.483
1053,1,3723,15,866.651,20.093,4.767,-17.935,20,250095546.516
1054,0,3724,14,71.112,9.317,-7.443,-24.143,20,4030572.622
1054,1,3725,14,309.785,9.93,-8.405,-25.536,35,4030572.681
1055,0,3727,38,786.354,-0.719,-17.848,-17.793,10,28202727.668
1055,1,3728,38,209.925,-0.453,-18.501,-17.726,10,28202727.692
1056,0,3729,7,575.566,-10.321,-9.532,-25.791,43,441192068.359
1056,1,3733,34,453.438,-13.809,-10.303,-25.567,53,441192068.496
1057,0,3737,28,795.117,-13.286,8.972,-20.825,23,115898091.898
1057,1,3740,28,199.244,-13.787,10.078,-24.35,43,115898092.011
1058,0,3741,16,228.61,17.696,3.33,-17.182,11,261286626.672
1058,1,3742,16,466.572,19.53,2.195,-18.775,21,261286626.761
1058,2,3745,15,288.558,20.633,3.269,-18.035,35,261286626.83
1059,0,3746,1,137.199,7.198,8.466,-26.069,30,10670309.247
1060,0,3747,11,76.351,-7.183,-10.018,-21.723,14,36149384.887
1060,1,3748,11,166.052,-7.505,-9.3,-20.95,4,36149384.924
1061,0,3749,18,187.041,9.204,15.587,-15.992,0,32407759.722
1061,1,3750,18,21.876,9.155,16.135,-16.524,10,32407759.747
1061,2,3751,18,435.95,9.232,17.519,-17.521,20,32407759.804
1061,3,3752,18,9.815,9.006,17.258,-18.393,21,32407759.837
1061,4,3753,18,37.911,9.023,17.032,-19.113,21,32407759.861
1061,5,3754,20,162.877,8.537,17.21,-20.238,35,32407759.902
1061,6,3755,20,27.794,8.612,16.794,-19.833,25,32407759.922
1061,7,3756,18,139.642,9.339,17.695,-18.496,21,32407759.982
1062,0,3757,42,116.246,23.31,-4.013,-17.351,45,33057538.66
1063,0,3758,25,524.091,-11.1,18.88,-16.647,20,26220062.313
1063,1,3761,25,462.438,-9.878,19.283,-17.208,25,26220062.38
1064,0,3762,13,473.051,12.446,-2.29,-20.78,4,29490660.32
1064,1,3763,16,310.583,15.162,2.215,-23.43,34,29490660.516
1064,2,3764,16,122.446,14.868,2.664,-24.535,34,29490660.628
1065,0,3765,34,5.655,-11.369,-11.95,-25.608,44,228957612.511
1065,1,3767,34,526.034,-12.845,-13.118,-25.514,54,228957612.581
1066,0,3768,6,311.197,-6.651,2.845,-25.471,22,53831258.761
1066,1,3769,6,106.683,-6.451,4.371,-27.316,32,53831258.842
1066,2,3770,4,162.574,-7.575,5.928,-29.461,51,53831258.938
1066,3,3771,8,38.843,-11.772,4.577,-25.04,34,53831259.493
1066,4,3773,6,69.436,-7.302,3.751,-26.912,32,53831259.658
1067,0,3774,41,52.357,14.336,-11.773,-16.034,4,80802468.209
1067,1,3775,41,470.779,19.502,-13.916,-20.207,54,80802468.441
1067,2,3776,41,203.219,19.232,-14.634,-21.151,54,80802468.482
1067,3,3777,41,76.18,17.789,-14.352,-21.408,54,80802468.532
1067,4,3778,41,206.265,17.541,-14.912,-22.16,54,80802468.564
1068,0,3779,10,481.797,0.909,-13.259,-23.484,25,55888019.097
1068,1,3780,11,21.994,-8.329,-14.906,-26.94,53,55888019.572
1068,2,3781,11,62.363,-9.064,-14.309,-26.531,53,55888019.607
1068,3,3782,11,161.463,-9.537,-14.699,-27.092,53,55888019.634
1069,0,3783,12,639.301,4.747,-1.808,-23.601,4,34996413.544
1069,1,3785,12,165.44,4.335,-3.758,-23.528,2,34996413.618
1069,2,3787,12,64.89,4.718,-4.121,-23.466,1,34996413.639
1069,3,3789,12,108.329,3.742,-3.52,-24.962,13,34996413.702
1070,0,3791,14,784.32,9.107,-7.873,-23.854,25,61715946.847
1070,1,3792,14,8.989,9.361,-7.681,-23.236,20,61715946.87
1070,2,3795,14,123.432,9.868,-8.139,-20.395,2,61715946.976
1070,3,3796,14,90.601,9.166,-7.934,-20.671,3,61715947.002
1071,0,3797,24,465.932,-16.677,12.798,-17.73,32,243107414.181
1071,1,3798,24,349.192,-18.312,12.431,-18.068,32,243107414.238
1071,2,3800,24,193.197,-18.024,12.327,-18.568,32,243107414.265
1072,0,3801,15,522.99,22.284,8.822,-19.794,51,165494993.651
1072,1,3803,15,471.801,22.818,8.234,-19.968,51,165494993.693
1073,0,3804,23,358.204,-1.139,18.747,-17.981,20,27159011.315
1073,1,3805,23,127.957,-2.022,19.926,-18.231,20,27159011.365
1074,0,3807,21,827.377,2.582,21.889,-19.802,45,33239529.693
1074,1,3808,22,175.146,0.382,18.342,-22.902,45,33239529.869
1075,0,3812,2,519.441,15.363,6.018,-25.904,43,62341387.191
1075,1,3814,16,158.143,17.193,4.32,-26.685,54,62341387.287
1076,0,3815,23,678.903,-2.709,22.247,-18.968,45,34603030.607
1076,1,3816,22,167.374,4.228,16.583,-20.468,22,34603030.91
1076,2,3817,22,142.308,4.003,17.115,-20.316,22,34603030.93
1077,0,3818,18,588.768,9.91,17.61,-19.305,31,14308661.172
1077,1,3822,20,413.199,9.125,17.362,-20.61,35,14308661.238
1078,0,3824,43,460.567,18.838,-5.995,-15.827,10,361499497.319
1078,1,3825,44,88.416,18.48,-7.068,-19.569,30,361499497.447
1078,2,3826,44,140.699,14.673,-7.194,-23.781,33,361499497.636
1078,3,3828,13,141.607,14.555,-4.085,-28.219,55,361499497.957
1079,0,3829,38,542.578,-1.394,-17.322,-18.142,11,49840240.397
1079,1,3833,38,288.874,-0.417,-17.112,-18.961,10,49840240.45
1079,2,3834,38,182.191,-0.827,-18.606,-21.031,31,49840240.536
1080,0,3835,33,309.476,-14.048,-12.195,-14.396,4,72833066.668
1080,1,3840,30,677.378,-15.787,-11.997,-15.275,13,72833066.747
1081,0,3841,35,112.884,-7.055,-14.121,-18.025,1,6398789.874
1081,1,3843,35,530.642,-7.963,-15.159,-18.909,11,6398789.937
1081,2,3844,35,97.304,-8.904,-16.797,-20.224,31,6398790.01
1081,3,3845,35,10.825,-9.054,-16.659,-20.748,31,6398790.029
1081,4,3846,11,36.618,-8.566,-12.877,-26.494,44,6398790.259
1081,5,3847,11,25.205,-8.453,-13.31,-27.447,54,6398790.294
1082,0,3848,44,190.671,19.579,-6.837,-24.22,51,48407136.772
1083,0,3849,5,297.56,-3.347,11.869,-25.184,30,151570660.957
1083,1,3850,5,467.674,-3.742,12.202,-25.514,30,151570660.978
1083,2,3851,5,35.292,-1.253,11.094,-27.381,45,151570661.088
1083,3,3852,1,60.2,1.864,12.834,-28.133,52,151570661.21
1084,0,3853,24,383.475,-13.391,15.208,-17.064,20,131193760.329
1084,1,3855,24,424.818,-13.682,15.879,-16.968,20,131193760.354
1084,2,3856,24,40.16,-13.551,12.885,-18.923,21,131193760.474
1084,3,3857,24,16.334,-13.042,12.766,-18.709,21,131193760.492
1084,4,3858,26,112.047,-12.288,14.294,-19.031,25,131193760.554
1085,0,3859,35,21.341,-8.695,-14.875,-16.327,0,56726620.569
1085,1,3860,35,97.704,-9.111,-15.36,-16.884,0,56726620.597
1085,2,3861,35,39.855,-9.48,-15.512,-17.27,10,56726620.616
1085,3,3862,35,259.603,-10.021,-15.58,-17.726,10,56726620.639
1085,4,3863,35,302.426,-10.576,-15.265,-17.845,20,56726620.661
1085,5,3864,11,92.46,-7.767,-12.661,-21.738,23,56726620.843
1085,6,3865,11,47.211,-6.604,-12.314,-20.533,13,56726620.9
1085,7,3866,11,139.708,-7.011,-12.684,-20.235,13,56726620.921
1086,0,3867,8,398.236,-12.836,-1.192,-19.84,2,27556315.631
1086,1,3868,29,644.113,-18.088,1.708,-20.645,32,27556315.833
1087,0,3869,42,768.968,18.221,-2.502,-18.081,11,20021511.164
1087,1,3870,42,69.944,18.043,-1.163,-17.364,11,20021511.215
1087,2,3872,16,170.391,18.795,3.332,-22.135,30,20021511.436
1088,0,3873,15,166.683,19.067,5.934,-13.669,2,72031934.111
1088,1,3874,15,139.576,19.511,6.417,-14.34,11,72031934.142
1088,2,3875,15,195.801,20.237,7.875,-14.885,21,72031934.199
1088,3,3876,15,103.54,22.504,8.47,-16.53,31,72031934.295
1088,4,3877,15,71.536,23.61,7.748,-17.139,42,72031934.343
1088,5,3878,15,151.32,24.183,5.334,-17.765,44,72031934.428
1089,0,3880,40,633.814,5.666,-14.879,-17.646,2,16087626.988
1089,1,3881,40,129.636,7.443,-18.698,-22.303,42,16087627.193
1090,0,3882,18,585.964,6.467,21.443,-15.248,23,7969933.795
1091,0,3883,36,144.217,3.405,-19.885,-16.126,10,133066628.499
1092,0,3884,24,403.24,-13.907,11.219,-15.641,2,81923688.477
1093,0,3885,12,282.953,4.726,-4.636,-22.996,1,187073999.073
1093,1,3886,10,421.158,4.548,-9.9,-27.836,42,187073999.311
1093,2,3887,12,69.094,4.433,-6.521,-30.321,52,187073999.451
1093,3,3888,12,-0.028,6.284,-6.028,-30.824,51,187073999.516
1094,0,3889,10,443.599,2.776,-8.492,-24.97,21,126461748.67
1094,1,3890,10,356.358,3.008,-10.708,-25.643,32,126461748.748
1094,2,3891,10,189.769,4.426,-9.574,-23.642,22,126461748.838
1095,0,3892,33,209.191,-12.449,-17.564,-17.894,30,11541319.012
1096,0,3893,3,967.314,-2.736,4.881,-26.499,24,11432662.934
1097,0,3894,16,493.653,15.57,2.388,-22.534,34,137944478.537
1097,1,3896,16,273.089,16.08,4.079,-22.414,35,137944478.596
1097,2,3899,16,138.661,15.19,3.647,-23.836,34,137944478.669
1097,3,3900,2,95.561,13.492,4.05,-23.569,34,137944478.732
1098,0,3901,4,642.059,-12.387,9.604,-26.418,44,122439112.822
1098,1,3902,4,131.98,-12.457,8.372,-27.054,53,122439112.869
1098,2,3903,4,121.957,-11.108,8.1,-29.301,53,122439113.052
1099,0,3905,35,762.364,-6.778,-17.558,-16.881,14,273317552.668
1099,1,3908,35,216.625,-5.977,-17.595,-17.699,13,273317552.727
1100,0,3909,33,495.291,-14.503,-17.718,-14.037,22,75654537.352
1101,0,3910,44,140.139,14.219,-2.221,-19.292,4,11646668.47
1102,0,3911,12,354.464,2.833,-3.356,-26.673,23,451198172.645
1102,1,3912,12,87.952,2.459,-2.763,-27.699,33,451198172.686
1103,0,3915,1,1017.918,6.496,9.821,-21.319,5,41871361.658
1104,0,3916,32,223.822,-21.052,-6.316,-20.491,40,19276599.499
1104,1,3917,32,422.715,-22.481,-5.605,-21.957,50,19276599.571
1104,2,3918,31,110.373,-23.698,-4.804,-20.933,55,19276599.631
1104,3,3919,31,5.563,-23.519,-4.109,-20.982,55,19276599.653
1104,4,3920,31,21.06,-23.154,-3.394,-20.996,55,19276599.681
1104,5,3921,31,186.808,-22.413,-2.656,-20.25,45,19276599.724
1105,0,3922,19,218.58,16.334,13.897,-13.133,13,20461862.283
1106,0,3923,29,160.581,-20.35,1.904,-17.073,24,2462132.563
1106,1,3925,29,632.612,-20.896,1.962,-18.334,34,2462132.613
1106,2,3927,29,100.478,-22.727,1.841,-18.511,44,2462132.689
1106,3,3928,29,90.475,-22.827,1.314,-18.128,44,2462132.715
1107,0,3930,4,792.85,-6.031,6.803,-28.155,41,80520755.638
1107,1,3931,3,214.563,-4.882,6.778,-26.206,35,80520755.708
1108,0,3934,31,1009.922,-22.283,-7.125,-14.133,21,86425745.473
1109,0,3935,42,596.13,24.654,-3.668,-16.075,44,43722573.563
1109,1,3936,42,240.715,25.026,-1.712,-17.221,44,43722573.64
1109,2,3937,42,186.493,24.356,-2.134,-16.279,44,43722573.681
1110,0,3938,32,507.787,-16.092,-8.635,-19.767,25,117579802.762
1110,1,3939,32,36.053,-16.237,-8.251,-20.163,25,117579802.781
1110,2,3940,32,196.605,-16.184,-7.872,-20.482,25,117579802.798
1110,3,3941,32,33.009,-15.545,-6.93,-19.637,25,117579802.845
1110,4,3942,32,22.525,-14.277,-6.315,-18.547,5,117579802.904
1110,5,3944,32,199.045,-13.786,-6.359,-18.645,5,117579802.933
1111,0,3945,38,689.748,-1.104,-16.889,-21.56,22,32585120.345
